0.532,0.5234,0.5277,0.515,0.517,0.5067,0.5178,0.5099,0.4952,0.4861,0.4623,0.4426,0.4169,0.3995,0.3765,0.3645,0.3252,0.3086,0.2741,0.2596,0.2271,0.2106,0.1872,0.1773,0.1642,0.1522,0.1462,0.1395,0.1318,0.1252,0.1184,0.116,0.1097,0.1055,0.1032,0.0979,0.0933,0.0903,0.0855,0.081,0.0795,0.0755,0.0737,0.0708,0.068,0.0658,0.0648,0.0637,0.0613,0.0588,0.0564,0.0533,0.0519,0.05,0.0484,0.046,0.0455,0.0432,0.0414,0.0399,0.0382,0.0362,0.0345,0.0329,0.0319,0.0298,0.0287,0.0276,0.026,0.0244,0.0231,0.0225,0.021,0.0203,0.0195,0.018,0.0177,0.0165,0.0161,0.0156,0.0151,0.0148,0.0144,0.014,0.0139,0.0139,0.0134,0.0138,0.0135,0.0138
0.5259,0.5207,0.5276,0.5186,0.5231,0.5199,0.5352,0.5298,0.5157,0.5039,0.4786,0.4565,0.4265,0.4099,0.3888,0.3784,0.3415,0.3289,0.3,0.2872,0.2621,0.2501,0.2285,0.2162,0.1968,0.1782,0.1671,0.1579,0.1474,0.138,0.1289,0.1247,0.117,0.1118,0.1069,0.1011,0.0941,0.0892,0.0827,0.0778,0.0755,0.0712,0.0695,0.066,0.0641,0.0618,0.0607,0.0603,0.0577,0.0563,0.0545,0.0518,0.0502,0.0486,0.0466,0.044,0.0433,0.0407,0.0386,0.0361,0.0342,0.0311,0.0288,0.0261,0.0241,0.0218,0.0198,0.0183,0.0165,0.0147,0.0129,0.0124,0.0107,0.0099,0.0094,0.0085,0.0086,0.0076,0.0077,0.0076,0.0073,0.0076,0.0074,0.0075,0.0077,0.0083,0.0081,0.0089,0.0091,0.0096
0.4258,0.4211,0.4197,0.4115,0.4108,0.4032,0.4122,0.4031,0.3914,0.3804,0.3618,0.3429,0.3235,0.3123,0.299,0.291,0.2688,0.259,0.2366,0.2263,0.2107,0.2021,0.1877,0.1808,0.1708,0.1597,0.1504,0.1438,0.1353,0.1279,0.1205,0.1163,0.1088,0.1036,0.0992,0.0936,0.0875,0.0839,0.0782,0.0739,0.0726,0.0684,0.0671,0.0641,0.0626,0.0612,0.0601,0.0597,0.0577,0.0562,0.0543,0.0523,0.051,0.0501,0.0485,0.047,0.0471,0.0452,0.0442,0.0427,0.0415,0.0402,0.0393,0.0376,0.0374,0.0355,0.035,0.0336,0.0323,0.0311,0.0293,0.0286,0.0269,0.0257,0.0239,0.0227,0.0216,0.0196,0.0189,0.0173,0.0162,0.0156,0.0147,0.0135,0.0126,0.0119,0.0112,0.0111,0.0107,0.0105
0.3424,0.3379,0.3344,0.3262,0.3242,0.3173,0.321,0.3149,0.3087,0.3031,0.2914,0.2755,0.259,0.2475,0.2339,0.2252,0.208,0.1975,0.1809,0.1704,0.1571,0.1462,0.1321,0.1246,0.1167,0.1085,0.1024,0.0988,0.0936,0.0896,0.0863,0.0855,0.0827,0.0807,0.0791,0.0779,0.0759,0.0742,0.0724,0.0706,0.0706,0.0687,0.068,0.0668,0.0659,0.0646,0.0642,0.0641,0.0625,0.0617,0.0607,0.0596,0.0586,0.0574,0.0562,0.055,0.0543,0.0532,0.0524,0.0513,0.0504,0.049,0.0483,0.0474,0.0465,0.0452,0.0448,0.0443,0.0432,0.0425,0.0416,0.0409,0.0401,0.039,0.0378,0.0374,0.0371,0.0352,0.0349,0.034,0.0332,0.0323,0.0319,0.0308,0.0303,0.03,0.0291,0.0288,0.0284,0.028
0.2102,0.2013,0.191,0.1769,0.1721,0.1647,0.1666,0.1617,0.1565,0.152,0.1445,0.1359,0.1264,0.1203,0.1126,0.1072,0.0985,0.0942,0.0881,0.0841,0.0795,0.0763,0.0718,0.0696,0.0677,0.065,0.0637,0.0618,0.0603,0.0591,0.0581,0.0583,0.057,0.0568,0.0561,0.0556,0.055,0.0545,0.0538,0.0525,0.0532,0.052,0.0521,0.0519,0.0511,0.0507,0.051,0.0508,0.0503,0.0491,0.0489,0.0479,0.0476,0.0462,0.0455,0.0443,0.0444,0.0433,0.0418,0.0411,0.0398,0.0387,0.0376,0.0367,0.0355,0.0344,0.0332,0.0328,0.0319,0.0304,0.0293,0.0285,0.0274,0.0265,0.0259,0.0253,0.0249,0.0234,0.0228,0.0221,0.0216,0.0207,0.0201,0.0194,0.0189,0.019,0.0177,0.0177,0.0171,0.017
0.1349,0.1267,0.1186,0.1101,0.1075,0.103,0.1053,0.1008,0.0964,0.0934,0.089,0.0846,0.0794,0.0773,0.0759,0.0733,0.0699,0.0692,0.0661,0.0649,0.0625,0.0624,0.0589,0.0586,0.0564,0.0538,0.052,0.0491,0.0462,0.0438,0.0393,0.0389,0.0359,0.0333,0.0318,0.0296,0.0271,0.0262,0.0243,0.0229,0.0222,0.0208,0.0203,0.0195,0.0191,0.0187,0.0185,0.0182,0.0178,0.0174,0.0169,0.0164,0.0159,0.0157,0.0155,0.015,0.0149,0.0147,0.0145,0.014,0.0137,0.0134,0.0131,0.0129,0.0125,0.0121,0.0119,0.0116,0.0114,0.0112,0.0109,0.0109,0.0106,0.0104,0.01,0.01,0.0098,0.0092,0.0093,0.0088,0.0087,0.0084,0.0081,0.0081,0.0079,0.0075,0.0071,0.0069,0.0068,0.0064
0.1158,0.1142,0.115,0.1146,0.1169,0.1182,0.1232,0.1224,0.1211,0.1212,0.1195,0.1156,0.1115,0.1085,0.106,0.1049,0.0981,0.094,0.0893,0.0868,0.08,0.0763,0.0693,0.0653,0.0611,0.0551,0.0516,0.0491,0.0464,0.0437,0.0408,0.0404,0.0384,0.0364,0.0351,0.0337,0.032,0.0314,0.0283,0.027,0.0269,0.0249,0.0239,0.0227,0.0217,0.021,0.0205,0.0204,0.0187,0.0184,0.0173,0.0164,0.0156,0.0149,0.0144,0.0135,0.0133,0.0123,0.0118,0.0109,0.0103,0.0093,0.0091,0.0081,0.0076,0.007,0.0065,0.0058,0.0055,0.0053,0.0046,0.0044,0.0041,0.0038,0.0035,0.0034,0.0033,0.0032,0.0032,0.003,0.0029,0.0031,0.0036,0.0047,0.0053,0.006,0.0063,0.0069,0.0078,0.0087
0.0951,0.0947,0.095,0.0966,0.0991,0.1018,0.1075,0.1097,0.1119,0.1145,0.1156,0.1135,0.1072,0.1056,0.1058,0.1068,0.1037,0.103,0.1024,0.1032,0.1003,0.0987,0.0943,0.0929,0.0919,0.0871,0.0843,0.081,0.0775,0.0725,0.0683,0.0673,0.0643,0.0615,0.0591,0.0557,0.0523,0.0497,0.045,0.0422,0.0404,0.037,0.0354,0.0324,0.0305,0.0285,0.0268,0.0261,0.0237,0.0222,0.0205,0.0184,0.0165,0.0157,0.0138,0.0126,0.0117,0.0105,0.0095,0.0082,0.0075,0.0063,0.0055,0.0048,0.0037,0.0027,0.0026,0.0025,0.0022,0.0021,0.002,0.002,0.0019,0.0017,0.0012,0.0014,0.0013,0.0012,0.0011,0.0011,0.0011,0.0011,0.0012,0.0013,0.0014,0.0013,0.0014,0.0016,0.0025,0.0036
0.0805,0.0804,0.0803,0.0797,0.0808,0.0801,0.0823,0.0815,0.081,0.0814,0.0803,0.0785,0.0769,0.0759,0.074,0.0727,0.0702,0.0686,0.067,0.0665,0.065,0.0645,0.0634,0.0635,0.0627,0.0619,0.061,0.0605,0.0597,0.0583,0.0572,0.0573,0.0561,0.0544,0.0542,0.0526,0.0508,0.0493,0.0472,0.045,0.0442,0.0418,0.0405,0.0376,0.0362,0.0347,0.0335,0.0333,0.0313,0.0303,0.0288,0.0264,0.0251,0.0237,0.0224,0.0204,0.0199,0.019,0.018,0.0165,0.0153,0.014,0.013,0.0121,0.011,0.0097,0.0091,0.0081,0.0073,0.0072,0.006,0.0061,0.0054,0.0049,0.0047,0.0044,0.0044,0.0042,0.0041,0.0038,0.0041,0.0041,0.0042,0.0042,0.0043,0.0045,0.0046,0.0045,0.005,0.0053
0.1114,0.1111,0.1115,0.1103,0.1111,0.1105,0.1128,0.1123,0.1118,0.1124,0.1119,0.1105,0.1097,0.1081,0.1058,0.1044,0.1014,0.1001,0.0981,0.0966,0.0948,0.0941,0.0921,0.0917,0.0908,0.0891,0.0876,0.087,0.0856,0.0837,0.0827,0.0826,0.0807,0.0797,0.0791,0.0771,0.0761,0.0754,0.0731,0.0718,0.071,0.0697,0.0689,0.0677,0.067,0.0656,0.0659,0.0651,0.0643,0.0629,0.0625,0.0616,0.0612,0.0603,0.0602,0.0592,0.0596,0.059,0.0586,0.0587,0.0578,0.0575,0.0566,0.0561,0.0555,0.0547,0.054,0.0534,0.053,0.0521,0.0506,0.0504,0.0486,0.0475,0.0465,0.0455,0.045,0.0431,0.0428,0.0416,0.041,0.0398,0.0396,0.0389,0.0379,0.038,0.0369,0.0369,0.0369,0.0366
